Store,Date,CPI,Fuel_Price,IsHoliday,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,Temperature,Unemployment,_is_imputed
14285559,2011-12-09,193.0639831,3.525,False,9188.8528,182.62031545514867,13883.432145915374,255.08476247457872,7873.95,23.35,7.734,False
14285559,2011-12-16,,,False,,,,,,,,True
14285559,2011-12-23,193.2537422,3.523,True,6431.4098,182.6203147988424,13883.17646382196,2.0,5961.94,22.99,7.734,False
14285559,2011-12-30,193.3225582,3.523,True,10021.5236,182.62031479048792,523.2390437423969,3490.8002115958675,6019.48,22.26,7.734,False
14447683,2011-12-02,193.1682512,3.222,False,7073.0905,57321.81988507753,190.82278379936668,5383.01690745576,31662.76,49.16,8.808,False
14447683,2011-12-02,193.1992373,3.184,False,2786.8282,96799.0833330883,35.512342651578976,4510.284099136338,31659.67,49.89,8.808,False
14447683,2011-12-09,193.4915997,3.188,False,6929.3949,82263.29093192323,59.27584226661008,2246.7690807144613,25548.94,47.26,8.808,False
14447683,2011-12-16,,,False,,,,,,,,True
14447683,2011-12-23,193.6489845,3.184,True,6987.6047,104519.54,35.83114695991234,944.839282386968,3226.32,43.84,8.808,False
14447683,2011-12-23,193.7212005,3.203,False,7073.091,54905.20833930231,13090.031823236135,821.2667175825399,3528.02,43.22,8.808,False
14447683,2011-12-30,,,False,,,,,,,,True
14945591,2011-12-02,200.7029288,3.285,False,7145.2215,3098.589356506878,1024.532117299185,1543.1939209504956,13532.74,23.67,5.553,False
14945591,2011-12-02,200.7119126,3.242,False,6603.867,0.03,1014.5526362031088,523.1014371900794,6675.76,18.85,5.553,False
14945591,2011-12-09,,,False,,,,,,,,True
14945591,2011-12-16,200.8035752,3.188,False,7148.8098,24380.763860313436,674.4242177987869,1107.0137566262526,9243.11,20.0,5.553,False
14945591,2011-12-23,200.9780651,3.183,False,7214.0613,85529.1020611549,438.469213772236,1880.595517128769,13424.85,24.53,5.553,False
14945591,2011-12-30,201.0648881,3.15,False,4673.7133,38121.47754511464,486.99912153551657,1075.03801573332,3015.77,19.87,5.553,False
15422460,2011-12-02,157.5476149,3.701,True,3567.4389,33457.09138343481,3154.878027312483,712.2342615356072,5306.71,49.65,9.689,False
15422460,2011-12-02,157.5470937,3.701,False,1309.1406,31866.95599634062,3154.878027312483,1056.9019234428738,3707.74,49.65,9.689,False
15422460,2011-12-09,,,False,,,,,,,,True
15422460,2011-12-16,157.5872909,3.579,True,3182.3231,32123.481012235454,3154.878027312483,910.32645502089,3252.91,47.61,9.689,False
15422460,2011-12-23,157.7289391,3.532,True,3783.164,34434.42973228127,44.34961895798176,1464.901111771123,3113.09,35.69,9.689,False
15422460,2011-12-30,157.7179226,3.53,False,1714.2865,32397.60990705772,44.32398644073236,800.0624057042519,799.73,36.72,9.689,False
15709902,2011-12-02,178.248747,3.368,False,2172.5032,104519.54,3940.520328447649,3530.490363931851,19833.35,56.82,7.327,False
15709902,2011-12-02,178.2515387,3.306,False,1707.0288,97269.21208878668,6051.481846646902,3447.5630083014166,19828.19,56.27,7.327,False
15709902,2011-12-09,178.4159396,3.306,False,1717.3472,104519.54,4006.9162607367903,2977.908540681209,3406.86,47.96,7.327,False
15709902,2011-12-16,,,False,,,,,,,,True
15709902,2011-12-23,178.6408003,3.32,False,3453.6171,104519.54,186.5438104066953,1558.777961664711,977.53,45.03,7.327,False
15709902,2011-12-23,178.6056663,3.3,False,1793.1221,80828.87527824509,1124.9134212194365,580.586280866749,988.67,45.31,7.327,False
15709902,2011-12-30,,,False,,,,,,,,True
16116667,2011-12-02,143.7932376,3.437,False,7069.6414,442.3428287780537,9461.45266736194,6351.869175840909,34745.07,39.25,7.797,False
16116667,2011-12-02,143.7937586,3.414,False,4896.9166,0.03,9456.56409311108,1744.893764989386,34409.78,33.74,7.797,False
16116667,2011-12-09,143.8683812,3.359,False,6499.5882,6067.52728876712,6288.0044833571965,5687.719031411477,13126.49,34.14,7.797,False
16116667,2011-12-16,,,False,,,,,,,,True
16116667,2011-12-23,144.1108308,3.278,False,6620.2564,37690.3176738085,829.1568646718098,832.0353229466234,4010.81,33.79,7.797,False
16116667,2011-12-30,144.0717114,3.313,False,8080.1132,82868.08322779753,364.2061991578819,6391.617944322171,3970.89,36.03,7.797,False
16166434,2011-12-02,160.8490403,3.336,False,1114.0047,46560.81178750233,407.2365643198421,1682.2238460374308,5856.73,46.44,9.65,False
16166434,2011-12-09,160.8521025,3.336,False,5393.5385,46560.91933885092,31.173416760398283,1684.6387477800135,5811.04,47.03,9.65,False
16166434,2011-12-16,160.9966285,3.309,False,5285.3811,46505.548753305295,254.5978010919362,630.7686335525284,5473.22,46.38,9.65,False
16166434,2011-12-23,161.3304904,3.219,True,1118.392,33671.25430643458,684.7782639887847,183.9680376365508,4959.75,45.02,9.65,False
16166434,2011-12-23,161.3294799,3.21,True,5394.9508,44820.546668805095,54.94323426620454,217.30606355059632,4573.11,44.92,9.65,False
16166434,2011-12-30,,,True,,,,,,,,True
16365361,2011-12-02,139.572486,3.35,False,3620.6473,102453.7556149932,5002.383523571988,2656.0667348189368,4260.53,57.2,7.159,False
16365361,2011-12-02,139.5724875,3.339,False,4604.1203,102201.58607924964,533.6783666843129,2483.2892484299846,4050.2,55.54,7.159,False
16365361,2011-12-09,139.6563262,3.31,False,4161.9559,101869.89021706778,618.0388787692536,1836.4028687248729,3292.93,55.09,7.159,False
16365361,2011-12-16,,,False,,,,,,,,True
16365361,2011-12-23,139.9096435,3.274,False,4227.248,92284.20174199287,235.464893429746,757.7690616670811,1230.96,50.61,7.159,False
16365361,2011-12-23,139.9989881,3.259,True,779.4169,102297.70533885046,1175.2955537480757,1297.096569881957,2310.35,52.93,7.159,False
16365361,2011-12-30,,,True,,,,,,,,True
