CPI,Date,Fuel_Price,IsHoliday,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,Store,Temperature,Unemployment
196.8795225,2011-12-02,3.528,False,2328.1218,52627.52469387262,2135.382276513994,127.25051593063358,1827.51,1088874,44.96,6.586
196.9359233,2011-12-03,3.524,False,3116.115,52627.53045501182,2135.3821878381277,958.7421715900775,1336.37,1088874,44.84,6.586
197.0896321,2011-12-26,3.392,True,3011.7345,48032.369514249185,512.4607058158767,2.0,1117.87,1088874,43.43,6.586
197.042893,2011-12-14,3.437,True,2757.1164,52626.033263483114,2113.8439799841153,748.4795257469784,1099.9,1088874,43.82,6.586
191.7090304,2011-12-15,3.227,False,1868.4296,444.2148473968258,206.13419038164946,571.9018705740023,2652.88,10742985,48.44,6.322
191.2490995,2011-12-07,3.256,True,6679.2164,61616.64449236478,3806.205050336387,5464.158170460327,26622.5,10742985,58.23,6.322
191.2767007,2011-12-04,3.299,True,6679.2164,2231.1309670440137,8152.77612928448,4670.4500517578235,18293.24,10742985,52.51,6.322
191.7742251,2011-12-28,3.205,False,3020.631,59255.52912090521,190.68605738245572,588.4645141469448,11853.35,10742985,50.25,6.322
191.5336104,2011-12-16,3.241,True,6677.4157,15797.31116334646,1357.358815163168,1777.723110521404,11596.85,10742985,50.84,6.322
157.7289391,2011-12-22,3.532,True,3783.164,34434.42973228127,44.34961895798176,1464.901111771123,3113.09,15422460,35.69,9.689
157.5470937,2011-12-03,3.701,False,1309.1406,31866.95599634062,3154.878027312483,1056.9019234428738,3707.74,15422460,49.65,9.689
157.5476149,2011-12-02,3.701,True,3567.4389,33457.09138343481,3154.878027312483,712.2342615356072,5306.71,15422460,49.65,9.689
157.7179226,2011-12-28,3.53,False,1714.2865,32397.60990705772,44.32398644073236,800.0624057042519,799.73,15422460,36.72,9.689
157.5872909,2011-12-16,3.579,True,3182.3231,32123.481012235454,3154.878027312483,910.3264550208901,3252.91,15422460,47.61,9.689
